timestamp,host,ue_container,achieved_mbps,rtt_ms
2026-09-26 18:25:11,pc3,rfsim5g-end-ue-17,,160.00
2026-09-26 18:25:11,pc3,rfsim5g-end-ue-9,,49.40
2026-09-26 18:25:11,pc3,rfsim5g-end-ue-10,,87.30
2026-09-26 18:25:11,pc3,rfsim5g-end-ue-11,,89.60
2026-09-26 18:25:11,pc3,rfsim5g-end-ue-12,,90.20
2026-09-26 18:25:11,pc3,rfsim5g-end-ue-13,,90.00
2026-09-26 18:25:11,pc3,rfsim5g-end-ue-14,,89.60
2026-09-26 18:25:11,pc3,rfsim5g-end-ue-15,,91.30
2026-09-26 18:25:11,pc3,rfsim5g-end-ue-16,,89.20
2026-09-26 18:25:16,pc3,rfsim5g-end-ue-17,,140.00
2026-09-26 18:25:16,pc3,rfsim5g-end-ue-9,,87.60
2026-09-26 18:25:16,pc3,rfsim5g-end-ue-10,,88.90
2026-09-26 18:25:16,pc3,rfsim5g-end-ue-11,,93.50
2026-09-26 18:25:16,pc3,rfsim5g-end-ue-12,,82.80
2026-09-26 18:25:16,pc3,rfsim5g-end-ue-13,,88.70
2026-09-26 18:25:16,pc3,rfsim5g-end-ue-14,,88.30
2026-09-26 18:25:16,pc3,rfsim5g-end-ue-15,,85.50
2026-09-26 18:25:16,pc3,rfsim5g-end-ue-16,,85.50
2026-09-26 18:25:21,pc3,rfsim5g-end-ue-17,,142.00
2026-09-26 18:25:21,pc3,rfsim5g-end-ue-9,,81.10
2026-09-26 18:25:21,pc3,rfsim5g-end-ue-10,,91.60
2026-09-26 18:25:21,pc3,rfsim5g-end-ue-11,,87.40
2026-09-26 18:25:21,pc3,rfsim5g-end-ue-12,,89.50
2026-09-26 18:25:21,pc3,rfsim5g-end-ue-13,,89.00
2026-09-26 18:25:21,pc3,rfsim5g-end-ue-14,,91.90
2026-09-26 18:25:21,pc3,rfsim5g-end-ue-15,,91.40
2026-09-26 18:25:21,pc3,rfsim5g-end-ue-16,,85.50
2026-09-26 18:25:27,pc3,rfsim5g-end-ue-17,,102.00
2026-09-26 18:25:27,pc3,rfsim5g-end-ue-9,,87.30
2026-09-26 18:25:27,pc3,rfsim5g-end-ue-10,,90.90
2026-09-26 18:25:27,pc3,rfsim5g-end-ue-11,,92.00
2026-09-26 18:25:27,pc3,rfsim5g-end-ue-12,,93.80
2026-09-26 18:25:27,pc3,rfsim5g-end-ue-13,,87.70
2026-09-26 18:25:27,pc3,rfsim5g-end-ue-14,,86.20
2026-09-26 18:25:27,pc3,rfsim5g-end-ue-15,,84.00
2026-09-26 18:25:27,pc3,rfsim5g-end-ue-16,,82.80
2026-09-26 18:25:32,pc3,rfsim5g-end-ue-17,0.00,123.00
2026-09-26 18:25:32,pc3,rfsim5g-end-ue-9,1.05,90.00
2026-09-26 18:25:32,pc3,rfsim5g-end-ue-10,,96.00
2026-09-26 18:25:32,pc3,rfsim5g-end-ue-11,,51.00
2026-09-26 18:25:32,pc3,rfsim5g-end-ue-12,,91.00
2026-09-26 18:25:32,pc3,rfsim5g-end-ue-13,,87.50
2026-09-26 18:25:32,pc3,rfsim5g-end-ue-14,,47.50
2026-09-26 18:25:32,pc3,rfsim5g-end-ue-15,,84.90
2026-09-26 18:25:32,pc3,rfsim5g-end-ue-16,,81.20
2026-09-26 18:25:37,pc3,rfsim5g-end-ue-17,0.00,104.00
2026-09-26 18:25:37,pc3,rfsim5g-end-ue-9,1.05,83.00
2026-09-26 18:25:37,pc3,rfsim5g-end-ue-10,0.00,81.50
2026-09-26 18:25:37,pc3,rfsim5g-end-ue-11,2.10,91.50
2026-09-26 18:25:37,pc3,rfsim5g-end-ue-12,1.05,85.30
2026-09-26 18:25:37,pc3,rfsim5g-end-ue-13,,29.50
2026-09-26 18:25:37,pc3,rfsim5g-end-ue-14,,87.60
2026-09-26 18:25:37,pc3,rfsim5g-end-ue-15,,86.70
2026-09-26 18:25:37,pc3,rfsim5g-end-ue-16,,84.70
2026-09-26 18:25:42,pc3,rfsim5g-end-ue-17,0.00,141.00
2026-09-26 18:25:42,pc3,rfsim5g-end-ue-9,1.05,79.00
2026-09-26 18:25:42,pc3,rfsim5g-end-ue-10,0.00,87.80
2026-09-26 18:25:42,pc3,rfsim5g-end-ue-11,1.05,53.50
2026-09-26 18:25:42,pc3,rfsim5g-end-ue-12,2.10,78.20
2026-09-26 18:25:42,pc3,rfsim5g-end-ue-13,2.10,93.70
2026-09-26 18:25:42,pc3,rfsim5g-end-ue-14,3.15,60.20
2026-09-26 18:25:42,pc3,rfsim5g-end-ue-15,2.10,128.00
2026-09-26 18:25:42,pc3,rfsim5g-end-ue-16,,170.00
2026-09-26 18:25:47,pc3,rfsim5g-end-ue-17,0.00,185.00
2026-09-26 18:25:47,pc3,rfsim5g-end-ue-9,0.00,91.80
2026-09-26 18:25:47,pc3,rfsim5g-end-ue-10,0.00,89.80
2026-09-26 18:25:47,pc3,rfsim5g-end-ue-11,2.09,53.80
2026-09-26 18:25:47,pc3,rfsim5g-end-ue-12,2.11,56.80
2026-09-26 18:25:47,pc3,rfsim5g-end-ue-13,1.05,73.60
2026-09-26 18:25:47,pc3,rfsim5g-end-ue-14,4.19,26.10
2026-09-26 18:25:47,pc3,rfsim5g-end-ue-15,3.15,66.60
2026-09-26 18:25:47,pc3,rfsim5g-end-ue-16,3.15,86.60
2026-09-26 18:25:53,pc3,rfsim5g-end-ue-17,0.00,158.00
2026-09-26 18:25:53,pc3,rfsim5g-end-ue-9,0.00,89.40
2026-09-26 18:25:53,pc3,rfsim5g-end-ue-10,0.00,64.60
2026-09-26 18:25:53,pc3,rfsim5g-end-ue-11,1.05,29.50
2026-09-26 18:25:53,pc3,rfsim5g-end-ue-12,2.10,69.80
2026-09-26 18:25:53,pc3,rfsim5g-end-ue-13,2.10,111.00
2026-09-26 18:25:53,pc3,rfsim5g-end-ue-14,3.15,22.00
2026-09-26 18:25:53,pc3,rfsim5g-end-ue-15,3.15,112.00
2026-09-26 18:25:53,pc3,rfsim5g-end-ue-16,3.15,146.00
2026-09-26 18:25:58,pc3,rfsim5g-end-ue-17,1.05,150.00
2026-09-26 18:25:58,pc3,rfsim5g-end-ue-9,0.00,111.00
2026-09-26 18:25:58,pc3,rfsim5g-end-ue-10,0.00,96.30
2026-09-26 18:25:58,pc3,rfsim5g-end-ue-11,2.10,62.70
2026-09-26 18:25:58,pc3,rfsim5g-end-ue-12,1.05,65.20
2026-09-26 18:25:58,pc3,rfsim5g-end-ue-13,2.10,78.70
2026-09-26 18:25:58,pc3,rfsim5g-end-ue-14,3.14,22.40
2026-09-26 18:25:58,pc3,rfsim5g-end-ue-15,3.15,83.20
2026-09-26 18:25:58,pc3,rfsim5g-end-ue-16,3.15,140.00
2026-09-26 18:26:03,pc3,rfsim5g-end-ue-17,1.05,137.00
2026-09-26 18:26:03,pc3,rfsim5g-end-ue-9,1.05,78.00
2026-09-26 18:26:03,pc3,rfsim5g-end-ue-10,0.00,94.30
2026-09-26 18:26:03,pc3,rfsim5g-end-ue-11,1.05,74.50
2026-09-26 18:26:03,pc3,rfsim5g-end-ue-12,2.10,94.70
2026-09-26 18:26:03,pc3,rfsim5g-end-ue-13,2.10,101.00
2026-09-26 18:26:03,pc3,rfsim5g-end-ue-14,3.15,20.60
2026-09-26 18:26:03,pc3,rfsim5g-end-ue-15,3.15,56.40
2026-09-26 18:26:03,pc3,rfsim5g-end-ue-16,3.15,160.00
2026-09-26 18:26:08,pc3,rfsim5g-end-ue-17,0.00,174.00
2026-09-26 18:26:08,pc3,rfsim5g-end-ue-9,0.00,90.80
2026-09-26 18:26:08,pc3,rfsim5g-end-ue-10,0.00,99.20
2026-09-26 18:26:08,pc3,rfsim5g-end-ue-11,2.10,32.50
2026-09-26 18:26:08,pc3,rfsim5g-end-ue-12,2.10,61.10
2026-09-26 18:26:08,pc3,rfsim5g-end-ue-13,1.05,62.20
2026-09-26 18:26:08,pc3,rfsim5g-end-ue-14,4.19,64.80
2026-09-26 18:26:08,pc3,rfsim5g-end-ue-15,3.15,97.00
2026-09-26 18:26:08,pc3,rfsim5g-end-ue-16,3.15,170.00
2026-09-26 18:26:14,pc3,rfsim5g-end-ue-17,0.00,115.00
2026-09-26 18:26:14,pc3,rfsim5g-end-ue-9,0.00,51.50
2026-09-26 18:26:14,pc3,rfsim5g-end-ue-10,0.00,86.00
2026-09-26 18:26:14,pc3,rfsim5g-end-ue-11,1.05,67.10
2026-09-26 18:26:14,pc3,rfsim5g-end-ue-12,2.10,65.60
2026-09-26 18:26:14,pc3,rfsim5g-end-ue-13,2.10,67.50
2026-09-26 18:26:14,pc3,rfsim5g-end-ue-14,3.15,26.30
2026-09-26 18:26:14,pc3,rfsim5g-end-ue-15,2.11,72.70
2026-09-26 18:26:14,pc3,rfsim5g-end-ue-16,3.15,103.00
2026-09-26 18:26:19,pc3,rfsim5g-end-ue-17,0.00,142.00
