timestamp,host,ue_container,achieved_mbps,rtt_ms
2026-09-26 15:45:27,pc3,rfsim5g-end-ue-15,1.97,71.00
2026-09-26 15:45:27,pc3,rfsim5g-end-ue-16,2.01,70.00
2026-09-26 15:45:32,pc3,rfsim5g-end-ue-17,3.23,121.00
2026-09-26 15:45:32,pc3,rfsim5g-end-ue-9,3.17,36.60
2026-09-26 15:45:32,pc3,rfsim5g-end-ue-10,3.21,41.80
2026-09-26 15:45:32,pc3,rfsim5g-end-ue-11,0.79,57.90
2026-09-26 15:45:32,pc3,rfsim5g-end-ue-12,0.79,66.50
2026-09-26 15:45:32,pc3,rfsim5g-end-ue-13,0.80,69.30
2026-09-26 15:45:32,pc3,rfsim5g-end-ue-14,1.98,46.90
2026-09-26 15:45:32,pc3,rfsim5g-end-ue-15,1.98,54.40
2026-09-26 15:45:32,pc3,rfsim5g-end-ue-16,2.01,69.40
2026-09-26 15:45:38,pc3,rfsim5g-end-ue-17,3.20,74.80
2026-09-26 15:45:38,pc3,rfsim5g-end-ue-9,3.13,55.40
2026-09-26 15:45:38,pc3,rfsim5g-end-ue-10,3.19,59.40
2026-09-26 15:45:38,pc3,rfsim5g-end-ue-11,0.80,72.90
2026-09-26 15:45:38,pc3,rfsim5g-end-ue-12,0.79,84.90
2026-09-26 15:45:38,pc3,rfsim5g-end-ue-13,0.80,46.00
2026-09-26 15:45:38,pc3,rfsim5g-end-ue-14,1.99,58.80
2026-09-26 15:45:38,pc3,rfsim5g-end-ue-15,2.03,78.00
2026-09-26 15:45:38,pc3,rfsim5g-end-ue-16,2.01,42.60
2026-09-26 15:45:43,pc3,rfsim5g-end-ue-17,3.23,69.10
2026-09-26 15:45:43,pc3,rfsim5g-end-ue-9,3.22,75.50
2026-09-26 15:45:43,pc3,rfsim5g-end-ue-10,3.26,37.10
2026-09-26 15:45:43,pc3,rfsim5g-end-ue-11,0.80,70.10
2026-09-26 15:45:43,pc3,rfsim5g-end-ue-12,0.80,66.70
2026-09-26 15:45:43,pc3,rfsim5g-end-ue-13,0.80,63.20
2026-09-26 15:45:43,pc3,rfsim5g-end-ue-14,1.99,47.10
2026-09-26 15:45:43,pc3,rfsim5g-end-ue-15,1.98,68.30
2026-09-26 15:45:43,pc3,rfsim5g-end-ue-16,2.00,45.30
2026-09-26 15:45:49,pc3,rfsim5g-end-ue-17,3.22,91.70
